Ticker Symbol;Period Ending;Cash and Cash Equivalents;Net Income;Total Assets;Total Equity;Total Liabilities;Total Revenue;Earnings Per Share
LVLT;2013-12-31;638000000.0;-109000000.0;12874000000.0;1411000000.0;11463000000.0;6313000000.0;-0.49
LVLT;2014-12-31;587000000.0;314000000.0;20947000000.0;6363000000.0;14584000000.0;6777000000.0;1.23
LVLT;2015-12-31;862000000.0;3433000000.0;24145000000.0;10126000000.0;14019000000.0;8229000000.0;9.71
LYB;2012-12-31;2737000000.0;2848000000.0;24220000000.0;11139000000.0;13081000000.0;45352000000.0;4.97
LYB;2013-12-31;4460000000.0;3857000000.0;27298000000.0;12478000000.0;14820000000.0;44062000000.0;6.8
LYB;2014-12-31;1033000000.0;4174000000.0;24221000000.0;8314000000.0;15907000000.0;45608000000.0;8.03
LYB;2015-12-31;931000000.0;4476000000.0;22757000000.0;6550000000.0;16207000000.0;32735000000.0;9.62
M;2013-02-02;1836000000.0;1335000000.0;20991000000.0;6051000000.0;14940000000.0;27686000000.0;3.29
M;2014-02-01;2273000000.0;1486000000.0;21620000000.0;6249000000.0;15371000000.0;27931000000.0;3.93
M;2015-01-31;2246000000.0;1526000000.0;21330000000.0;5378000000.0;15952000000.0;28105000000.0;4.3
M;2016-01-30;1109000000.0;1072000000.0;20576000000.0;4250000000.0;16326000000.0;27079000000.0;3.26
MA;2013-12-31;5233000000.0;3116000000.0;14242000000.0;7484000000.0;6758000000.0;8312000000.0;2.57
MA;2014-12-31;6627000000.0;3617000000.0;15329000000.0;6790000000.0;8539000000.0;9441000000.0;3.11
MA;2015-12-31;7183000000.0;3808000000.0;16250000000.0;6028000000.0;10222000000.0;9667000000.0;3.36
MA;2016-12-31;8255000000.0;4059000000.0;18675000000.0;5656000000.0;13019000000.0;10776000000.0;
MAA;2012-12-31;9883000.0;109825000.0;2751068000.0;914052000.0;1837016000.0;475888000.0;2.56
MAA;2013-12-31;133694000.0;119279000.0;6841925000.0;2946811000.0;3895114000.0;635490000.0;2.27
MAA;2014-12-31;54834000.0;156277000.0;6821778000.0;2890524000.0;3931254000.0;992332000.0;1.97
MAA;2015-12-31;63641000.0;350745000.0;6847781000.0;2992097000.0;3855684000.0;1042779000.0;4.41
MAC;2012-12-31;144451000.0;337426000.0;9311209000.0;3077529000.0;6233680000.0;797517000.0;2.51
MAC;2013-12-31;86558000.0;420090000.0;9075250000.0;3358749000.0;5716501000.0;1029475000.0;3.01
MAC;2014-12-31;98437000.0;1499042000.0;13121778000.0;5640120000.0;7481658000.0;1105247000.0;10.46
MAC;2015-12-31;127899000.0;487562000.0;11258576000.0;4715414000.0;6543162000.0;1288149000.0;3.08
MAR;2012-12-31;88000000.0;571000000.0;6342000000.0;-1285000000.0;7627000000.0;11814000000.0;
MAR;2013-12-31;126000000.0;626000000.0;6794000000.0;-1415000000.0;8209000000.0;12784000000.0;2.05
MAR;2014-12-31;104000000.0;753000000.0;6833000000.0;-2200000000.0;9033000000.0;13796000000.0;2.6
MAR;2015-12-31;96000000.0;859000000.0;6082000000.0;-3590000000.0;9672000000.0;14486000000.0;3.22
MAS;2013-12-31;1223000000.0;288000000.0;6957000000.0;559000000.0;6398000000.0;6761000000.0;0.76
MAS;2014-12-31;1379000000.0;856000000.0;7208000000.0;924000000.0;6284000000.0;7006000000.0;2.4
MAS;2015-12-31;1468000000.0;355000000.0;5664000000.0;-135000000.0;5799000000.0;7142000000.0;1.03
MAS;2016-12-31;990000000.0;491000000.0;5137000000.0;-298000000.0;5435000000.0;7357000000.0;
MAT;2012-12-31;1335711000.0;776464000.0;6526785000.0;3067044000.0;3459741000.0;6420881000.0;2.25
MAT;2013-12-31;1039216000.0;903944000.0;6439626000.0;3251559000.0;3188067000.0;6484892000.0;2.61
MAT;2014-12-31;971650000.0;498874000.0;6721983000.0;2949071000.0;3772912000.0;6023819000.0;1.46
MAT;2015-12-31;892814000.0;369416000.0;6552689000.0;2633254000.0;3919435000.0;5702613000.0;1.08
MCD;2012-12-31;2336100000.0;5464800000.0;35386500000.0;15293600000.0;20092900000.0;27567000000.0;5.41
MCD;2013-12-31;2798700000.0;5585900000.0;36626300000.0;16009700000.0;20616600000.0;28105700000.0;5.59
MCD;2014-12-31;2077900000.0;4757800000.0;34227400000.0;12853400000.0;21374000000.0;27441300000.0;4.85
MCD;2015-12-31;7685500000.0;4529300000.0;37938700000.0;7087900000.0;30850800000.0;25413000000.0;4.82
MCHP;2013-03-31;528334000.0;127389000.0;3851405000.0;1933470000.0;1917935000.0;1581623000.0;0.65
MCHP;2014-03-31;466603000.0;395281000.0;4067630000.0;2135461000.0;1932169000.0;1931217000.0;1.99
MCHP;2015-03-31;607815000.0;369009000.0;4780713000.0;2044654000.0;2736059000.0;2147036000.0;1.84
MCHP;2016-03-31;2092751000.0;324132000.0;5567515000.0;2150919000.0;3416596000.0;2173334000.0;1.59
MCK;2013-03-31;2456000000.0;1338000000.0;34786000000.0;7070000000.0;27716000000.0;122196000000.0;5.71
MCK;2014-03-31;4193000000.0;1263000000.0;51759000000.0;8522000000.0;43237000000.0;137392000000.0;5.51
MCK;2015-03-31;5341000000.0;1476000000.0;53870000000.0;8001000000.0;45869000000.0;179045000000.0;6.37
MCK;2016-03-31;4048000000.0;2258000000.0;56563000000.0;8924000000.0;47639000000.0;190884000000.0;9.82
MCO;2012-12-31;1755400000.0;690000000.0;3960900000.0;385200000.0;3575700000.0;2730300000.0;3.09
MCO;2013-12-31;1919500000.0;804500000.0;4395100000.0;337000000.0;4058100000.0;2972500000.0;3.67
MCO;2014-12-31;1219500000.0;988700000.0;4669000000.0;-187800000.0;4856800000.0;3334300000.0;4.69
MCO;2015-12-31;1757400000.0;941300000.0;5123400000.0;-565000000.0;5688400000.0;3484500000.0;4.7
MDLZ;2012-12-31;4475000000.0;3067000000.0;75477000000.0;32276000000.0;43201000000.0;35015000000.0;1.7
MDLZ;2013-12-31;2622000000.0;3915000000.0;72515000000.0;32373000000.0;40142000000.0;35299000000.0;2.21
MDLZ;2014-12-31;1631000000.0;2184000000.0;66771000000.0;27750000000.0;39021000000.0;34244000000.0;1.29
MDLZ;2015-12-31;1870000000.0;7267000000.0;62843000000.0;28012000000.0;34831000000.0;29636000000.0;4.49
MET;2012-12-31;15738000000.0;1324000000.0;836781000000.0;64453000000.0;772328000000.0;68150000000.0;1.12
MET;2013-12-31;7585000000.0;3368000000.0;885296000000.0;61553000000.0;823743000000.0;68199000000.0;2.94
MET;2014-12-31;10808000000.0;6309000000.0;902337000000.0;72053000000.0;830284000000.0;73316000000.0;5.48
MET;2015-12-31;12752000000.0;5310000000.0;877933000000.0;67949000000.0;809984000000.0;69951000000.0;4.61
MHK;2012-12-31;477672000.0;250258000.0;6303684000.0;3719617000.0;2584067000.0;5787980000.0;3.63
MHK;2013-12-31;54066000.0;348786000.0;8494177000.0;4461057000.0;4033120000.0;7348754000.0;4.86
MHK;2014-12-31;97877000.0;531965000.0;8285544000.0;4418006000.0;3867538000.0;7803446000.0;7.3
MHK;2015-12-31;81692000.0;615302000.0;9942364000.0;4854173000.0;5088191000.0;8071563000.0;2.59
MJN;2012-12-31;1042100000.0;580400000.0;3258200000.0;18700000.0;3239500000.0;3901300000.0;2.96
MJN;2013-12-31;1050800000.0;683800000.0;3474100000.0;291800000.0;3182300000.0;4200700000.0;3.2
MJN;2014-12-31;1297700000.0;719800000.0;3763800000.0;574300000.0;3189500000.0;4409300000.0;3.55
MJN;2015-12-31;1701400000.0;653500000.0;3998100000.0;-632300000.0;4630400000.0;4071300000.0;3.28
MKC;2013-11-30;63000000.0;389000000.0;4449700000.0;1932500000.0;2517200000.0;4123400000.0;2.94
MKC;2014-11-30;77300000.0;437900000.0;4414300000.0;1792200000.0;2622100000.0;4243200000.0;3.37
MKC;2015-11-30;112600000.0;401600000.0;4472600000.0;1670200000.0;2802400000.0;4296300000.0;3.14
MKC;2016-11-30;118400000.0;472300000.0;4635900000.0;1626600000.0;3009300000.0;4411500000.0;
MLM;2012-12-31;25394000.0;84474000.0;3160926000.0;1410545000.0;1750381000.0;2031901000.0;1.83
MLM;2013-12-31;42437000.0;121337000.0;3259826000.0;1537877000.0;1721949000.0;2155551000.0;2.62
MLM;2014-12-31;108651000.0;155601000.0;7219754000.0;4351166000.0;2868588000.0;2957951000.0;2.73
MLM;2015-12-31;168409000.0;288792000.0;6961732000.0;4057284000.0;2904448000.0;3539570000.0;4.31
MMC;2012-12-31;2301000000.0;1176000000.0;16288000000.0;6542000000.0;9746000000.0;11924000000.0;2.16
MMC;2013-12-31;2303000000.0;1357000000.0;16980000000.0;7905000000.0;9075000000.0;12261000000.0;2.47
MMC;2014-12-31;1958000000.0;1465000000.0;17793000000.0;7054000000.0;10739000000.0;12951000000.0;2.69
MMC;2015-12-31;1374000000.0;1599000000.0;18216000000.0;6513000000.0;11703000000.0;12893000000.0;3.01
MMM;2013-12-31;2581000000.0;4659000000.0;33550000000.0;17502000000.0;16048000000.0;30871000000.0;6.83
MMM;2014-12-31;1897000000.0;4956000000.0;31209000000.0;13109000000.0;18100000000.0;31821000000.0;7.63
MMM;2015-12-31;1798000000.0;4833000000.0;32883000000.0;11429000000.0;21454000000.0;30274000000.0;7.72
MMM;2016-12-31;2398000000.0;5050000000.0;32906000000.0;10298000000.0;22608000000.0;30109000000.0;
MNST;2012-12-31;222514000.0;340020000.0;1043325000.0;644397000.0;398928000.0;2060702000.0;
MNST;2013-12-31;211349000.0;338661000.0;1420509000.0;992279000.0;428230000.0;2246428000.0;
MNST;2014-12-31;370323000.0;483185000.0;1938875000.0;1515150000.0;423725000.0;2464867000.0;
MNST;2015-12-31;2175417000.0;546733000.0;5675189000.0;4809410000.0;865779000.0;2722564000.0;
MO;2012-12-31;2900000000.0;4180000000.0;35329000000.0;3168000000.0;32161000000.0;24618000000.0;2.06
MO;2013-12-31;3175000000.0;4535000000.0;34859000000.0;4119000000.0;30740000000.0;24466000000.0;2.26
MO;2014-12-31;3321000000.0;5070000000.0;34475000000.0;3014000000.0;31461000000.0;24522000000.0;2.56
MO;2015-12-31;2369000000.0;5241000000.0;32535000000.0;2880000000.0;29655000000.0;25434000000.0;2.67
MON;2013-08-31;3668000000.0;2482000000.0;20664000000.0;12559000000.0;8105000000.0;14861000000.0;4.65
MON;2014-08-31;2367000000.0;2740000000.0;21918000000.0;7875000000.0;14043000000.0;15855000000.0;5.28
MON;2015-08-31;3701000000.0;2314000000.0;21920000000.0;6990000000.0;14930000000.0;15001000000.0;4.85
MON;2016-08-31;1676000000.0;1336000000.0;19736000000.0;4534000000.0;15202000000.0;13502000000.0;3.02
MOS;2013-05-31;3697100000.0;1888700000.0;18086000000.0;13425400000.0;4660600000.0;9974100000.0;4.44
MOS;2014-12-31;2374600000.0;1028600000.0;18283000000.0;10703100000.0;7579900000.0;9055800000.0;2.69
MOS;2015-12-31;1276300000.0;1000400000.0;17389500000.0;9531800000.0;7857700000.0;8895300000.0;2.79
MOS;2016-12-31;673100000.0;297800000.0;16840700000.0;9584600000.0;7256100000.0;7162800000.0;
MPC;2012-12-31;4860000000.0;3389000000.0;27223000000.0;11694000000.0;15529000000.0;82243000000.0;9.95
MPC;2013-12-31;2292000000.0;2112000000.0;28385000000.0;10920000000.0;17465000000.0;100160000000.0;6.69
MPC;2014-12-31;1494000000.0;2524000000.0;30425000000.0;10751000000.0;19674000000.0;97817000000.0;8.84
MPC;2015-12-31;1127000000.0;2852000000.0;43115000000.0;13237000000.0;29878000000.0;72051000000.0;5.29
MRK;2012-12-31;13451000000.0;6168000000.0;106132000000.0;53020000000.0;53112000000.0;47267000000.0;2.03
MRK;2013-12-31;15621000000.0;4404000000.0;105645000000.0;49765000000.0;55880000000.0;44033000000.0;1.49
MRK;2014-12-31;7441000000.0;11920000000.0;98167000000.0;48647000000.0;49520000000.0;42237000000.0;4.12
MRK;2015-12-31;8524000000.0;4442000000.0;101779000000.0;44676000000.0;57103000000.0;39498000000.0;1.58
MRO;2012-12-31;684000000.0;1582000000.0;35306000000.0;18283000000.0;17023000000.0;11966000000.0;2.24
MRO;2013-12-31;264000000.0;1753000000.0;35620000000.0;19344000000.0;16276000000.0;11325000000.0;2.49
MRO;2014-12-31;2398000000.0;3046000000.0;35983000000.0;21020000000.0;14963000000.0;10846000000.0;4.48
MRO;2015-12-31;1221000000.0;-2204000000.0;32311000000.0;18553000000.0;13758000000.0;5522000000.0;-3.26
MSFT;2013-06-30;3804000000.0;21863000000.0;142431000000.0;78944000000.0;63487000000.0;77849000000.0;2.61
MSFT;2014-06-30;8669000000.0;22074000000.0;172384000000.0;89784000000.0;82600000000.0;86833000000.0;2.66
MSFT;2015-06-30;5595000000.0;12193000000.0;174472000000.0;80083000000.0;94389000000.0;93580000000.0;1.49
MSFT;2016-06-30;6510000000.0;16798000000.0;193694000000.0;71997000000.0;121697000000.0;85320000000.0;2.12
MTB;2012-12-31;8679887000.0;1029498000.0;83008803000.0;10202593000.0;72806210000.0;4608955000.0;7.57
MTB;2013-12-31;12496700000.0;1138480000.0;85162391000.0;11305532000.0;73856859000.0;4822539000.0;8.26
MTB;2014-12-31;21145941000.0;1066246000.0;96685535000.0;12335896000.0;84349639000.0;4736150000.0;7.47
MTB;2015-12-31;24892612000.0;1079667000.0;122787884000.0;16173289000.0;106614595000.0;4995881000.0;7.22
MTD;2013-12-31;111874000.0;306094000.0;2152819000.0;935052000.0;1217767000.0;2378972000.0;10.22
MTD;2014-12-31;85263000.0;338241000.0;2009110000.0;719595000.0;1289515000.0;2485983000.0;11.71
MTD;2015-12-31;98887000.0;352820000.0;1959335000.0;580457000.0;1378878000.0;2395447000.0;12.75
MTD;2016-12-31;158674000.0;384370000.0;2166777000.0;434943000.0;1731834000.0;2508257000.0;
MU;2013-08-29;3436000000.0;1190000000.0;19118000000.0;9142000000.0;9976000000.0;9073000000.0;1.16
MU;2014-08-28;4150000000.0;3045000000.0;22416000000.0;10760000000.0;11656000000.0;16358000000.0;2.87
MU;2015-09-03;2287000000.0;2899000000.0;24143000000.0;12302000000.0;11841000000.0;16192000000.0;2.71
MU;2016-09-01;4140000000.0;-276000000.0;27540000000.0;12080000000.0;15460000000.0;12399000000.0;-0.27
MUR;2012-12-31;947316000.0;970876000.0;17522643000.0;8942035000.0;8580608000.0;4608563000.0;5.01
MUR;2013-12-31;750155000.0;1123473000.0;17509484000.0;8595730000.0;8913754000.0;5312686000.0;5.98
MUR;2014-12-31;1193308000.0;905611000.0;16723738000.0;8573434000.0;8150304000.0;5288933000.0;5.06
MUR;2015-12-31;283183000.0;-2270833000.0;11493812000.0;5306728000.0;6187084000.0;2787116000.0;-13.03
MYL;2014-12-31;225500000.0;929400000.0;15820500000.0;3255900000.0;12564600000.0;7719600000.0;2.49
MYL;2015-12-31;1236000000.0;847600000.0;22267700000.0;9764400000.0;12503300000.0;9429300000.0;
NAVI;2013-12-31;6082000000.0;1418000000.0;159543000000.0;5637000000.0;153906000000.0;6263000000.0;
NAVI;2014-12-31;2076000000.0;1149000000.0;146352000000.0;4198000000.0;142154000000.0;5637000000.0;2.74
NAVI;2015-12-31;2095000000.0;997000000.0;134112000000.0;3975000000.0;130137000000.0;5197000000.0;2.66
NBL;2013-12-31;1117000000.0;978000000.0;19642000000.0;9184000000.0;10458000000.0;5015000000.0;2.72
NBL;2014-12-31;1183000000.0;1214000000.0;22518000000.0;10325000000.0;12193000000.0;5115000000.0;3.36
NBL;2015-12-31;1028000000.0;-2441000000.0;24196000000.0;10370000000.0;13826000000.0;3183000000.0;-6.07
NBL;2016-12-31;1180000000.0;-998000000.0;21011000000.0;9288000000.0;11723000000.0;3491000000.0;
NDAQ;2012-12-31;582000000.0;352000000.0;9132000000.0;5208000000.0;3924000000.0;3023000000.0;2.09
NDAQ;2013-12-31;482000000.0;385000000.0;12577000000.0;6184000000.0;6393000000.0;3100000000.0;2.3
NDAQ;2014-12-31;476000000.0;414000000.0;12071000000.0;5793000000.0;6278000000.0;3383000000.0;2.45
NDAQ;2015-12-31;357000000.0;428000000.0;11861000000.0;5609000000.0;6252000000.0;3292000000.0;2.56
NEE;2012-12-31;329000000.0;1911000000.0;64439000000.0;16068000000.0;48371000000.0;14256000000.0;4.59
NEE;2013-12-31;438000000.0;1908000000.0;69306000000.0;18040000000.0;51266000000.0;15136000000.0;4.5
NEE;2014-12-31;577000000.0;2465000000.0;74605000000.0;19916000000.0;54689000000.0;17021000000.0;5.67
NEE;2015-12-31;571000000.0;2752000000.0;82479000000.0;22574000000.0;59905000000.0;17486000000.0;6.11
NEM;2012-12-31;1561000000.0;1802000000.0;29650000000.0;13773000000.0;15877000000.0;9964000000.0;3.65
NEM;2013-12-31;1555000000.0;-2534000000.0;24607000000.0;9993000000.0;14614000000.0;8414000000.0;-4.94
NEM;2014-12-31;2403000000.0;508000000.0;24916000000.0;10274000000.0;14642000000.0;7292000000.0;1.02
NEM;2015-12-31;2782000000.0;220000000.0;25182000000.0;11350000000.0;13832000000.0;7729000000.0;0.43
NFLX;2013-12-31;604965000.0;112403000.0;5412563000.0;1333561000.0;4079002000.0;4374562000.0;1.93
NFLX;2014-12-31;1113608000.0;266799000.0;7042500000.0;1857708000.0;5184792000.0;5504656000.0;4.44
NFLX;2015-12-31;1809330000.0;122641000.0;10202871000.0;2223426000.0;7979445000.0;6779511000.0;0.29
NFLX;2016-12-31;1467576000.0;186678000.0;13586610000.0;2679800000.0;10906810000.0;8830669000.0;
NFX;2012-12-31;88000000.0;-1184000000.0;7912000000.0;2780000000.0;5132000000.0;1562000000.0;-8.8
NFX;2013-12-31;185000000.0;147000000.0;9321000000.0;2956000000.0;6365000000.0;1857000000.0;0.94
NFX;2014-12-31;14000000.0;900000000.0;9580000000.0;3893000000.0;5687000000.0;2288000000.0;6.59
NFX;2015-12-31;5000000.0;-3362000000.0;4768000000.0;1379000000.0;3389000000.0;1557000000.0;-21.18
NKE;2013-05-31;3337000000.0;2472000000.0;17545000000.0;11081000000.0;6464000000.0;25313000000.0;
NKE;2014-05-31;2220000000.0;2693000000.0;18594000000.0;10824000000.0;7770000000.0;27799000000.0;
NKE;2015-05-31;3852000000.0;3273000000.0;21597000000.0;12707000000.0;8890000000.0;30601000000.0;
NKE;2016-05-31;3138000000.0;3760000000.0;21396000000.0;12258000000.0;9138000000.0;32376000000.0;2.21
NLSN;2013-12-31;564000000.0;740000000.0;15530000000.0;5729000000.0;9801000000.0;5703000000.0;1.97
NLSN;2014-12-31;273000000.0;384000000.0;15326000000.0;5056000000.0;10270000000.0;6288000000.0;1.01
NLSN;2015-12-31;357000000.0;570000000.0;15303000000.0;4433000000.0;10870000000.0;6172000000.0;1.55
NLSN;2016-12-31;754000000.0;502000000.0;15730000000.0;4102000000.0;11628000000.0;6309000000.0;
NOV;2012-12-31;3319000000.0;2491000000.0;31484000000.0;20239000000.0;11245000000.0;17194000000.0;5.86
NOV;2013-12-31;3436000000.0;2327000000.0;34812000000.0;22230000000.0;12582000000.0;19221000000.0;5.46
NOV;2014-12-31;3536000000.0;2502000000.0;33562000000.0;20692000000.0;12870000000.0;21440000000.0;5.85
NOV;2015-12-31;2080000000.0;-769000000.0;26725000000.0;16383000000.0;10342000000.0;14757000000.0;-1.99
NSC;2013-12-31;1443000000.0;1910000000.0;32483000000.0;11289000000.0;21194000000.0;11245000000.0;6.1
NSC;2014-12-31;973000000.0;2000000000.0;33200000000.0;12408000000.0;20792000000.0;11624000000.0;6.44
NSC;2015-12-31;1101000000.0;1556000000.0;34139000000.0;12188000000.0;21951000000.0;10511000000.0;5.13
NSC;2016-12-31;956000000.0;1668000000.0;34892000000.0;12409000000.0;22483000000.0;9888000000.0;
NTAP;2013-04-26;3277100000.0;505300000.0;11242400000.0;4717500000.0;6524900000.0;6332400000.0;1.4
NTAP;2014-04-25;2291000000.0;638000000.0;9213800000.0;3786500000.0;5427300000.0;6325000000.0;1.87
NTAP;2015-04-24;1922000000.0;560000000.0;9401000000.0;3414000000.0;5987000000.0;6123000000.0;1.77
NTAP;2016-04-29;2868000000.0;229000000.0;10037000000.0;2881000000.0;7156000000.0;5546000000.0;0.78
NTRS;2012-12-31;61270200000.0;687300000.0;97463800000.0;7527000000.0;89936800000.0;4193500000.0;2.82
NTRS;2013-12-31;66721200000.0;731300000.0;102947300000.0;7912000000.0;95035300000.0;4311700000.0;3.01
NTRS;2014-12-31;70161900000.0;811800000.0;109946500000.0;8448900000.0;101497600000.0;4512600000.0;3.34
NTRS;2015-12-31;76167800000.0;973800000.0;116749600000.0;8705900000.0;108043700000.0;4856500000.0;4.03
NUE;2012-12-31;1052862000.0;504619000.0;14152059000.0;7641571000.0;6510488000.0;19429273000.0;1.58
NUE;2013-12-31;1483252000.0;488025000.0;15203283000.0;7645769000.0;7557514000.0;19052046000.0;1.52
NUE;2014-12-31;1024144000.0;713946000.0;15615927000.0;7772470000.0;7843457000.0;21105141000.0;2.22
NUE;2015-12-31;1939469000.0;357659000.0;14250399000.0;7416878000.0;6833521000.0;16439276000.0;1.11
NVDA;2013-01-27;732786000.0;562536000.0;6412245000.0;4827703000.0;1584542000.0;4280159000.0;0.91
NVDA;2014-01-26;1151587000.0;440000000.0;7250894000.0;4456398000.0;2794496000.0;4130000000.0;0.75
NVDA;2015-01-25;497000000.0;631000000.0;7201000000.0;4418000000.0;2783000000.0;4682000000.0;1.14
NVDA;2016-01-31;596000000.0;614000000.0;7370000000.0;4469000000.0;2901000000.0;5010000000.0;1.13
NWL;2012-12-31;183800000.0;401300000.0;6222000000.0;1996700000.0;4225300000.0;5508500000.0;1.38
NWL;2013-12-31;226300000.0;474600000.0;6069700000.0;2071500000.0;3998200000.0;5607000000.0;1.64
NWL;2014-12-31;199400000.0;377800000.0;6564300000.0;1851400000.0;4712900000.0;5727000000.0;1.37
NWL;2015-12-31;274800000.0;350000000.0;7278000000.0;1822900000.0;5455100000.0;5915700000.0;1.3
NWS;2013-06-30;2381000000.0;506000000.0;15643000000.0;12558000000.0;3065000000.0;8891000000.0;
NWS;2014-06-30;3145000000.0;239000000.0;16489000000.0;13243000000.0;3226000000.0;8486000000.0;
NWS;2015-06-30;1951000000.0;-147000000.0;15035000000.0;11945000000.0;3070000000.0;8524000000.0;
NWS;2016-06-30;2147000000.0;179000000.0;15483000000.0;11564000000.0;3899000000.0;8292000000.0;
NWSA;2013-06-30;2381000000.0;506000000.0;15643000000.0;12558000000.0;3065000000.0;8891000000.0;
NWSA;2014-06-30;3145000000.0;239000000.0;16489000000.0;13243000000.0;3226000000.0;8486000000.0;0.41
NWSA;2015-06-30;1951000000.0;-147000000.0;15035000000.0;11945000000.0;3070000000.0;8524000000.0;-0.26
NWSA;2016-06-30;2147000000.0;179000000.0;15483000000.0;11564000000.0;3899000000.0;8292000000.0;0.3
O;2012-12-31;5248000.0;159152000.0;5429348000.0;2412794000.0;3016554000.0;484581000.0;0.86
O;2013-12-31;10257000.0;245564000.0;9924441000.0;5385447000.0;4538994000.0;780209000.0;1.06
O;2014-12-31;3852000.0;270635000.0;11012622000.0;5613401000.0;5399221000.0;933505000.0;1.04
O;2015-12-31;40294000.0;283766000.0;11865870000.0;6531596000.0;5334274000.0;1023285000.0;1.09
OKE;2012-12-31;583618000.0;360619000.0;15855275000.0;2129609000.0;13725666000.0;10184121000.0;1.75
OKE;2013-12-31;145565000.0;266533000.0;17741481000.0;2337851000.0;15403630000.0;11871879000.0;1.29
OKE;2014-12-31;172812000.0;314107000.0;15261773000.0;592115000.0;14669658000.0;12195091000.0;1.5
OKE;2015-12-31;97619000.0;244977000.0;15446111000.0;335798000.0;15110313000.0;7763206000.0;1.17
OMC;2013-12-31;2710500000.0;991100000.0;22098700000.0;3582400000.0;18516300000.0;14584500000.0;3.73
OMC;2014-12-31;2388100000.0;1104000000.0;21428400000.0;2850000000.0;18578400000.0;15317800000.0;4.27
OMC;2015-12-31;2605200000.0;1093900000.0;22110700000.0;2452400000.0;19658300000.0;15134400000.0;4.43
OMC;2016-12-31;3002200000.0;1148600000.0;23165400000.0;2162000000.0;21003400000.0;15416900000.0;
ORLY;2012-12-31;248128000.0;585746000.0;5749187000.0;2108307000.0;3640880000.0;6182184000.0;4.83
ORLY;2013-12-31;231318000.0;670292000.0;6067208000.0;1966321000.0;4100887000.0;6649237000.0;6.14
ORLY;2014-12-31;250560000.0;778182000.0;6532083000.0;2018418000.0;4513665000.0;7216081000.0;7.46
ORLY;2015-12-31;116301000.0;931216000.0;6676684000.0;1961314000.0;4715370000.0;7966674000.0;9.32
OXY;2012-12-31;1592000000.0;4598000000.0;64210000000.0;40016000000.0;24194000000.0;20100000000.0;5.67
OXY;2013-12-31;3393000000.0;5903000000.0;69443000000.0;43126000000.0;26317000000.0;20170000000.0;7.33
OXY;2014-12-31;7808000000.0;630000000.0;56259000000.0;34959000000.0;21300000000.0;19312000000.0;0.79
OXY;2015-12-31;4394000000.0;-7829000000.0;43437000000.0;24350000000.0;19087000000.0;12480000000.0;-10.23
PAYX;2013-05-31;4179800000.0;569000000.0;6163700000.0;1773700000.0;4390000000.0;2326200000.0;1.56
PAYX;2014-05-31;4351100000.0;627500000.0;6370100000.0;1777000000.0;4593100000.0;2518900000.0;1.72
PAYX;2015-05-31;4443400000.0;674900000.0;6467500000.0;1785500000.0;4682000000.0;2739600000.0;1.86
PAYX;2016-05-31;4129000000.0;756800000.0;6440800000.0;1911700000.0;4529100000.0;2951900000.0;2.1
PBCT;2012-12-31;5138700000.0;245300000.0;30324400000.0;5038800000.0;25285600000.0;1355300000.0;0.72
PBCT;2013-12-31;5383500000.0;232400000.0;33213700000.0;4568400000.0;28645300000.0;1346100000.0;0.74
PBCT;2014-12-31;5457100000.0;251700000.0;35997100000.0;4633100000.0;31364000000.0;1381400000.0;0.84
PBCT;2015-12-31;6784200000.0;260100000.0;38877400000.0;4731600000.0;34145800000.0;1421300000.0;0.86
PBI;2012-12-31;913276000.0;445163000.0;7859891000.0;110631000.0;7749260000.0;3823713000.0;2.22
PBI;2013-12-31;907806000.0;142835000.0;6772708000.0;205176000.0;6567532000.0;3791335000.0;0.71
PBI;2014-12-31;1054118000.0;333755000.0;6499702000.0;77259000.0;6422443000.0;3821504000.0;1.65
PBI;2015-12-31;650557000.0;407943000.0;6141462000.0;178721000.0;5962740000.0;3578060000.0;2.04
PCAR;2012-12-31;1272400000.0;1111600000.0;18627800000.0;5846900000.0;10707700000.0;16596800000.0;3.13
PCAR;2013-12-31;1750100000.0;1171300000.0;20725500000.0;6634300000.0;11617400000.0;16661000000.0;3.31
PCAR;2014-12-31;1737600000.0;1358800000.0;20618800000.0;6753200000.0;11214000000.0;18534400000.0;3.83
PCAR;2015-12-31;2016400000.0;1604000000.0;21109800000.0;6940400000.0;11605100000.0;18671300000.0;4.52
PCG;2013-12-31;597000000.0;828000000.0;55605000000.0;14342000000.0;41011000000.0;15598000000.0;1.83
PCG;2014-12-31;449000000.0;1450000000.0;60127000000.0;15748000000.0;44127000000.0;17090000000.0;3.07
PCG;2015-12-31;357000000.0;888000000.0;63234000000.0;16576000000.0;46406000000.0;16833000000.0;1.81
PCG;2016-12-31;184000000.0;1407000000.0;68598000000.0;17940000000.0;50406000000.0;17666000000.0;
PCLN;2012-12-31;1542990000.0;1419566000.0;6569742000.0;3896975000.0;2672767000.0;5260956000.0;28.48
PCLN;2013-12-31;1300470000.0;1892663000.0;10444460000.0;6909729000.0;3534731000.0;6793306000.0;37.17
PCLN;2014-12-31;3149494000.0;2421753000.0;14770977000.0;8566694000.0;6204283000.0;8441971000.0;46.3
PCLN;2015-12-31;1478071000.0;2551360000.0;17420575000.0;8795469000.0;8625106000.0;9223987000.0;50.09
PDCO;2013-04-27;505228000.0;210272000.0;2681778000.0;1394455000.0;1287323000.0;3637212000.0;2.04
